Street Name,Project,Developers,City,Province,Country,Postal Code,Completion,Building Type,Num Floors,Status,Brochure URL,Photos,Price,Bed,Area,Unit Url,Description,Status,Parking Included,Parking Price,Locker Included,Locker Price,Building Type,Deposit Structure
955 Weston Road,955 Weston Road Condos,Haven Developments,Rockcliffe-Smythe,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2023/07/955-weston-road-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/955-weston-road-condos/,"955 Weston Road Condos is a new condominium development by Haven Developments currently in pre-construction located at 955 Weston Road, Toronto in the Rockcliffe-Smythe neighbourhood with a 59/100 walk score and a 71/100 transit score. 955 Weston Road Condos is designed by Turner Fleischer Architects. The project is 34 storeys tall and has a total of 1,003 suites. 955 Weston Road Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
4800 Yonge Street,4800 Yonge Condos,Menkes Developments Ltd,Lansing-Westgate,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2016/10/4800-yonge-street-condos-exterior-260x260.jpeg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/4800-yonge-condos/,"4800 Yonge Condos is a new condominium development by Menkes Developments Ltd. currently under construction located at 4800 Yonge Street, Toronto in the Lansing-Westgate neighbourhood with a 95/100 walk score and a 95/100 transit score. 4800 Yonge Condos is designed by Arquitectonica & Turner Fleischer Architects & B+H Architects and will feature interior design by Figure3. The project is 49 storeys tall (167.0m, 547.9ft) and has a total of 498 suites. 4800 Yonge Condos is the # tallest condominium in  and the # tallest condominium in . 4800 Yonge Condos is currently in Registration Phase.",Under Construction,Yes,-,Yes,-,Condo,
1485 Yonge Street,St. Clair Place Condos,Capital Developments,Deer Park,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2019/05/1485-yonge-street-condos-rendering-001-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/st-clair-place-condos/,"St. Clair Place Condos is a new condominium development by Capital Developments & Wittington Properties Limited currently in pre-construction located at 1485 Yonge Street, Toronto in the Deer Park neighbourhood with a 93/100 walk score and a 88/100 transit score. St. Clair Place Condos is designed by Diamond + Schmitt Architects Inc.. The project is 44 storeys tall and has a total of 1,361 suites. St. Clair Place Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
21 John Street,South Station Condos,Devron,Weston,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2022/11/south-station-condos-rendering-01-260x260.png,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/south-station-condos/,"South Station Condos is a new condominium development by Devron currently in pre-construction located at 21 John Street, Toronto in the Weston neighbourhood with a 82/100 walk score and a 79/100 transit score. South Station Condos is designed by 3XN and Turner Fleischer Architects. The project is 40 storeys tall and has a total of 484 suites. South Station Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
1860 Keele Street,1860 Keele Street Condos,Block Developments,Silverthorn,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2020/02/1860-keele-street-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/1860-keele-street-condos/,"1860 Keele Street Condos is a new condominium development by Block Developments & Trolleybus Urban Development Inc currently in pre-construction located at 1860 Keele Street, Toronto in the Silverthorn neighbourhood with a 63/100 walk score and a 73/100 transit score. 1860 Keele Street Condos is designed by RAW Design. The project is 18 storeys tall and has a total of 245 suites. 1860 Keele Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo &Townhouse,
2810 Bayview Avenue,The Bayview Condos,Dormer Homes,Willowdale,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2021/10/the-bayview-exterior-rendering-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/the-bayview-condos/,"The Bayview Condos is a new condominium development by Dormer Homes currently in pre-construction located at 2810 Bayview Avenue, Toronto in the Willowdale neighbourhood with a 85/100 walk score and a 72/100 transit score. The Bayview Condos is designed by Kirkor Architect + Planners. The project is 7 storeys tall and has a total of 67 suites. The Bayview Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
221 Wilmington Avenue,Wilmington Towns,Biddington Homes,Bathurst Manor,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2014/09/wilmington-place-condos-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/wilmington-towns/,"Wilmington Towns is a new condominium development by Biddington Homes currently in pre-construction located at 221 Wilmington Avenue, Toronto in the Bathurst Manor neighbourhood with a 50/100 walk score and a 71/100 transit score. The project has a total of 168 suites. Wilmington Towns is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Townhouse,
3621 Dufferin Street,3621 Dufferin Street Condos,Dymon Group of Companies,Clanton Park,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2018/01/3621-dufferin-street-condos-rendering-1-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/3621-dufferin-street-condos/,"3621 Dufferin Street Condos is a new condominium development by Dymon Group of Companies currently under construction located at 3621 Dufferin Street, Toronto in the Clanton Park neighbourhood with a 64/100 walk score and a 88/100 transit score. 3621 Dufferin Street Condos is designed by TACT Architecture Inc.. The project is 10 storeys tall and has a total of 158 suites. 3621 Dufferin Street Condos is currently in Registration Phase.",Under Construction,Yes,-,Yes,-,Condo,
Ranee Avenue,The Yorkdale Condos Phase 2,Context,Lawrence Manor,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2014/09/the-yorkdale-condos-03-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/yorkdale-condos-phase-2/,"The Yorkdale Condos Phase 2 is a new condominium development by Context & Metropia Urban Landscapes currently in pre-construction located at Ranee Avenue, Toronto in the Lawrence Manor neighbourhood with a 72/100 walk score and a 91/100 transit score. The Yorkdale Condos Phase 2 is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
406 Keele Street,The Stockton Condos,Block Developments,The Junction,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2017/07/406-keele-street-condos-rendering-4-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/the-stockton-condos/,"The Stockton Condos is a new condominium development by Block Developments currently in pre-construction located at 406 Keele Street, Toronto in the The Junction neighbourhood with a 95/100 walk score and a 81/100 transit score. The Stockton Condos is designed by RAW Design. The project is 5 storeys tall and has a total of 30 suites. The Stockton Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
111 Wenderly Drive,Wenderly Park Towns,Urbanquest Incorporated,Glen Park,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2017/11/wenderly-park-towns-rendering-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/wenderly-park-towns/,"Wenderly Park Towns is a new condominium development by Urbanquest Incorporated currently in pre-construction located at 111 Wenderly Drive, Toronto in the Glen Park neighbourhood with a 80/100 walk score and a 84/100 transit score. Wenderly Park Towns is designed by CMV Group Architects. The project is 3 storeys tall and has a total of 10 suites. Wenderly Park Towns is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Townhouse,
589 Sheppard Avenue East,589 Sheppard Avenue East Condos,JFJ Development Inc,Bayview Village,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://www.talkcondo.com/wp-content/themes/talkcondo/assets/images/gallery-placeholder-square.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/589-sheppard-avenue-east-condos/,"589 Sheppard Avenue East Condos is a new condominium development by JFJ Development Inc. currently in pre-construction located at 589 Sheppard Avenue East, Toronto in the Bayview Village neighbourhood with a 79/100 walk score and a 72/100 transit score. 589 Sheppard Avenue East Condos is designed by RAW Design. The project is 14 storeys tall and has a total of 160 suites. 589 Sheppard Avenue East Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
254 Sheppard Avenue West,245 Sheppard Avenue West Condos,JFJ Development Inc,Lansing-Westgate,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2016/08/245-sheppard-ave-west-condos-exterior-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/245-sheppard-ave-west-condos/,"245 Sheppard Avenue West Condos is a new condominium development by JFJ Development Inc. & PineLake Group currently in pre-construction located at 254 Sheppard Avenue West, Toronto in the Lansing-Westgate neighbourhood with a 58/100 walk score and a 86/100 transit score. 245 Sheppard Avenue West Condos is designed by WZMH Architects. The project is 11 storeys tall and has a total of 112 suites. 245 Sheppard Avenue West Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo &Townhouse,
1315 Finch Avenue West,1315 Finch Avenue West Condos,CTN Developments,York University,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2017/07/1315-finch-avenue-west-condos%EF%BB%BF-rendering-4-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/1315-finch-avenue-west-condos/,"1315 Finch Avenue West Condos is a new condominium development by CTN Developments currently in pre-construction located at 1315 Finch Avenue West, Toronto in the York University neighbourhood with a 83/100 walk score and a 78/100 transit score. 1315 Finch Avenue West Condos is designed by AAA Architects. The project is 15 storeys tall and has a total of 803 suites. 1315 Finch Avenue West Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
1200 Bay Street,1200 Bay Street Condos,Kroonenberg Group,Yorkville,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2020/07/1200-bay-street-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/1200-bay-street-condos/,"1200 Bay Street Condos is a new condominium development by Kroonenberg Group & ProWinko currently in pre-construction located at 1200 Bay Street, Toronto in the Yorkville neighbourhood with a 98/100 walk score and a 96/100 transit score. 1200 Bay Street Condos is designed by Herzog and de Meuron & Quadrangle Architects Ltd.. The project is 87 storeys tall and has a total of 332 suites. 1200 Bay Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
1140 Yonge Street,1140 Yonge Street Condos,Constantine Enterprises Inc,Summerhill,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2023/02/1140-yonge-street-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/1140-yonge-street-condos/,"1140 Yonge Street Condos is a new condominium development by Constantine Enterprises Inc. & Devron currently in pre-construction located at 1140 Yonge Street, Toronto in the Summerhill neighbourhood with a 94/100 walk score and a 91/100 transit score. 1140 Yonge Street Condos is designed by AUDAX & ERA Architects. The project is 10 storeys tall and has a total of 64 suites. 1140 Yonge Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
110 Sheppard Avenue West,110 Sheppard Avenue West Condos,Kensington Homes Inc,Lansing-Westgate,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2018/12/110-sheppard-avenue-west-condos-rendering-001-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/110-sheppard-avenue-west-condos/,"110 Sheppard Avenue West Condos is a new condominium development by Kensington Homes Inc. & Rochereau Ltd. currently in pre-construction located at 110 Sheppard Avenue West, Toronto in the Lansing-Westgate neighbourhood with a 82/100 walk score and a 92/100 transit score. 110 Sheppard Avenue West Condos is designed by Options Architects. The project is 6 storeys tall and has a total of 30 suites. 110 Sheppard Avenue West Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
11 Pleasant Boulevard,11 Pleasant Boulevard Condos,Plaza Partners,Summerhill,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2023/02/11-pleasant-boulevard-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/11-pleasant-boulevard-condos/,"11 Pleasant Boulevard Condos is a new condominium development by Plaza Partners currently in pre-construction located at 11 Pleasant Boulevard, Toronto in the Summerhill neighbourhood with a 91/100 walk score and a 85/100 transit score. 11 Pleasant Boulevard Condos is designed by BDP Quadrangle. The project is 14 storeys tall and has a total of 72 suites. 11 Pleasant Boulevard Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
1075 Bay Street,1075 Bay Street Condos,Canderel Residential,Discovery District,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2019/03/1075-bay-street-condos-rendering-003-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/1075-bay-street-condos/,"1075 Bay Street Condos is a new condominium development by Canderel Residential currently in pre-construction located at 1075 Bay Street, Toronto in the Discovery District neighbourhood with a 99/100 walk score and a 99/100 transit score. 1075 Bay Street Condos is designed by Hariri Pontarini Architects. The project is 59 storeys tall and has a total of 540 suites. 1075 Bay Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
101 Heath Street West,101 Heath Street Condos,Haven Developments,Deer Park,Ontario,Canada,,,Condo,,14 Condos for Sale,,https://talkcondo.s3.ca-central-1.amazonaws.com/wp-content/uploads/2020/09/101-heath-street-condos-rendering-01-260x260.jpg,,,Floor Plans Coming Soon,https://www.talkcondo.com/toronto/101-heath-street-condos/,"101 Heath Street Condos is a new condominium development by Haven Developments currently in pre-construction located at 101 Heath Street West, Toronto in the Deer Park neighbourhood with a 85/100 walk score and a 82/100 transit score. 101 Heath Street Condos is designed by RAW Design. The project is 3 storeys tall and has a total of 10 suites. 101 Heath Street Condos is currently in Registration Phase.",Pre-Construction,Yes,-,Yes,-,Condo,
